"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","14,148,000","8.9"
"CENSUS","2017","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","257","61.8"
"CENSUS","2017","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,766,000","9.4"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","796","12.1"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,926,000","10.8"
"CENSUS","2017","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","198","18.3"
"CENSUS","2017","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","22,083,000","20.4"
"CENSUS","2017","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","233","14.3"
"CENSUS","2017","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","5,186,000","6.9"
"CENSUS","2017","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","50","25.4"
"CENSUS","2017","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","418,000","8.3"
"CENSUS","2017","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","148","39.7"
"CENSUS","2017","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","358,000","16.1"
"CENSUS","2017","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","388","19.1"
"CENSUS","2017","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,449,000","7.9"
"CENSUS","2017","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","168","62.3"
"CENSUS","2017","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","703,000","19.3"
"CENSUS","2017","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","970","10.1"
"CENSUS","2017","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","8,660,000","13.7"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","999","12.8"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,280,000","29.8"
"CENSUS","2017","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","169","23.5"
"CENSUS","2017","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","66,335,000","10.2"
"CENSUS","2017","YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1,300","20.4"
"CENSUS","2017","YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","3,184,000","8.2"
"CENSUS","2017","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","357","49.5"
"CENSUS","2017","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","419,000","55.0"
"CENSUS","2017","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","532","6.3"
"CENSUS","2017","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","6,449,000","20.3"
"CENSUS","2017","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","780","12.6"
"CENSUS","2017","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,650,000","9.2"
"CENSUS","2017","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","57","38.3"
"CENSUS","2017","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","442,000","7.7"
"CENSUS","2017","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","406","19.9"
"CENSUS","2017","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,629,000","17.6"
"CENSUS","2017","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","151","22.3"
"CENSUS","2017","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","26,012,000","13.2"
"CENSUS","2017","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","894","13.7"
"CENSUS","2017","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,050,000","28.4"
"CENSUS","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1,628","13.7"
"CENSUS","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","10,733,000","30.1"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","238","12.7"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,646,000","6.0"
"CENSUS","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","204","12.4"
"CENSUS","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,757,000","20.2"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","845","15.4"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,257,000","9.1"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","547","18.0"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","6,078,000","43.5"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","488","11.0"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,003,000","18.9"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","900","12.7"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","7,310,000","6.6"
"CENSUS","2017","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","71","26.6"
"CENSUS","2017","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,604,000","12.7"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","371","6.9"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","977,000","11.3"
"CENSUS","2012","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","34","6.2"
"CENSUS","2012","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","198,000","2.7"
"CENSUS","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","141","63.8"
"CENSUS","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","3,145,000","64.7"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","165","23.1"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,470,000","3.2"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","719","13.7"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","20,485,000","11.8"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","259","22.5"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,627,000","31.0"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","227","74.4"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","609,000","48.2"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","27","35.1"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","24,000","30.7"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","552","9.5"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","18,788,000","9.2"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","374","6.2"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","5,708,000","4.1"
"CENSUS","2012","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","101","18.1"
"CENSUS","2012","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,702,000","6.8"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","136","10.9"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","4,746,000","13.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","460","7.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,758,000","38.7"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","509","6.8"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,256,000","5.7"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","370","6.3"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","4,462,000","13.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","180","15.6"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","824,000","39.5"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","718","4.5"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","898,000","8.5"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","165","21.4"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","5,102,000","47.0"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","188","20.8"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","805,000","54.6"
"CENSUS","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","136","15.6"
"CENSUS","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","325,000","12.7"
"CENSUS","2012","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","301","18.5"
"CENSUS","2012","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","508,000","30.7"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","575","6.1"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","6,874,000","4.7"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","453","5.7"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","15,814,000","1.8"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","193","10.2"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","4,419,000","57.4"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","372","4.6"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,051,000","3.4"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","117","10.1"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","13,377,000","10.8"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","204","15.3"
