"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,088,653","12.1"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,271,243","33.6"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","155,991","35.6"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,060","32.2"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,145,626","8.0"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,999,818","4.4"
"CENSUS","2012","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","591,628","5.7"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,760,492","13.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","438,029","24.7"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","593,489","5.1"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,098,870","13.8"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","388,758","37.4"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","344,306","7.1"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,055,249","44.5"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","411,832","54.7"
"CENSUS","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","114,631","9.5"
"CENSUS","2012","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","123,434","33.3"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,973,247","5.4"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,489,410","2.0"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,858,769","55.7"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","513,441","3.9"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,906,649","24.0"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,346,370","60.1"
"CENSUS","2012","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","363,787","44.1"
"CENSUS","2012","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","94,679","44.8"
"CENSUS","2012","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","579,738","1.2"
"CENSUS","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","446,013","27.4"
"CENSUS","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,490,482","3.8"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","707,430","40.0"
"CENSUS","2012","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,193,610","21.3"
"CENSUS","2012","YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,077,414","9.2"
"CENSUS","2012","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","86,894","54.9"
"CENSUS","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,911,402","6.0"
"CENSUS","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","819,689","10.5"
"CENSUS","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,379","32.5"
"CENSUS","2012","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","461,123","42.7"
"CENSUS","2012","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,976,650","5.2"
"CENSUS","2012","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","481,862","8.5"
"CENSUS","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,292,632","17.5"
"CENSUS","2012","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","904,304","2.3"
"CENSUS","2012","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","422,983","25.5"
"CENSUS","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","317,058","8.3"
"CENSUS","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,267,253","15.1"
"CENSUS","2012","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","326,048","4.4"
"CENSUS","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,308,560","3.5"
"CENSUS","2012","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,034,941","61.0"
"CENSUS","2007","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","686,272",""
"CENSUS","2007","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,968",""
"CENSUS","2007","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,802,329",""
"CENSUS","2007","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,381,301",""
"CENSUS","2007","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,059,214",""
"CENSUS","2007","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,538,894",""
"CENSUS","2007","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","143,092",""
"CENSUS","2007","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,414",""
"CENSUS","2007","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,657,946",""
"CENSUS","2007","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,431,963",""
"CENSUS","2007","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","919,104",""
"CENSUS","2007","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,750,561",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","480,202",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","420,252",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,111,391",""
"CENSUS","2007","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","409,242",""
"CENSUS","2007","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","280,430",""
"CENSUS","2007","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,736,818",""
"CENSUS","2007","YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","279,174",""
"CENSUS","2007","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","110,721",""
"CENSUS","2007","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","436,623",""
"CENSUS","2007","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,938,440",""
"CENSUS","2007","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,357,636",""
"CENSUS","2007","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,826,253",""
"CENSUS","2007","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","776,184",""
"CENSUS","2007","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,313,462",""
"CENSUS","2007","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,118,433",""
"CENSUS","2007","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","157,245",""
"CENSUS","2007","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,899",""
"CENSUS","2007","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","474,013",""
"CENSUS","2007","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","510,403",""
"CENSUS","2007","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,126,202",""
"CENSUS","2007","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","565,741",""
"CENSUS","2007","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,825,479",""
"CENSUS","2007","YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,026,496",""
"CENSUS","2007","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","238,769",""
"CENSUS","2007","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,264,599",""
"CENSUS","2007","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,360,580",""
"CENSUS","2007","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,110",""
"CENSUS","2007","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","234,332",""
"CENSUS","2007","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,383,794",""
"CENSUS","2007","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","543,757",""
"CENSUS","2007","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,554,971",""
"CENSUS","2007","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,336,461",""
"CENSUS","2007","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","361,715",""
